taxon	rank	trait_id	trait_name	mean_value	unit	sd	n	origin
Sphagnum warnstorfii Russow	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Sphagnum warnstorfii Russow	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Sphagnum warnstorfii Russow	species	3106	Plant height vegetative	NA	m	NA	0	global mean
Sphagnum warnstorfii Russow	species	26	Seed dry mass	NA	mg	NA	0	global mean
Sphagnum warnstorfii Russow	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Sphagnum subsecundum Nees	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Sphagnum subsecundum Nees	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Sphagnum subsecundum Nees	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Sphagnum subsecundum Nees	species	3106	Plant height vegetative	NA	m	NA	0	global mean
Sphagnum subsecundum Nees	species	26	Seed dry mass	NA	mg	NA	0	global mean
Sphagnum subsecundum Nees	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Sphagnum teres (Schimp.) �ngstr	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Sphagnum teres (Schimp.) �ngstr	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Sphagnum teres (Schimp.) �ngstr	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Sphagnum teres (Schimp.) �ngstr	species	3106	Plant height vegetative	NA	m	NA	0	global mean
Sphagnum teres (Schimp.) �ngstr	species	26	Seed dry mass	NA	mg	NA	0	global mean
Sphagnum teres (Schimp.) �ngstr	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Scorpidium scorpioides (Hedw.) Limpr.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Scorpidium scorpioides (Hedw.) Limpr.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Scorpidium scorpioides (Hedw.) Limpr.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Scorpidium scorpioides (Hedw.) Limpr.	species	3106	Plant height vegetative	NA	m	NA	0	global mean
Scorpidium scorpioides (Hedw.) Limpr.	species	26	Seed dry mass	NA	mg	NA	0	global mean
Scorpidium scorpioides (Hedw.) Limpr.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Paludella squarrosa (Hedw.) Brid.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Paludella squarrosa (Hedw.) Brid.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Paludella squarrosa (Hedw.) Brid.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Paludella squarrosa (Hedw.) Brid.	species	3106	Plant height vegetative	NA	m	NA	0	global mean
Paludella squarrosa (Hedw.) Brid.	species	26	Seed dry mass	NA	mg	NA	0	global mean
Paludella squarrosa (Hedw.) Brid.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Hylocomium splendens (Hedw.) Schimp.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Hylocomium splendens (Hedw.) Schimp.	species	14	Leaf nitrogen (N) content per leaf dry mass	8	mg/g	NA	1	global mean
Hylocomium splendens (Hedw.) Schimp.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Hylocomium splendens (Hedw.) Schimp.	species	3106	Plant height vegetative	0.05	m	NA	1	global mean
Hylocomium splendens (Hedw.) Schimp.	species	26	Seed dry mass	NA	mg	NA	0	global mean
Hylocomium splendens (Hedw.) Schimp.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Calliergon stramineum (Dicks. ex Brid.) Kindb.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Calliergon stramineum (Dicks. ex Brid.) Kindb.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Calliergon stramineum (Dicks. ex Brid.) Kindb.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Calliergon stramineum (Dicks. ex Brid.) Kindb.	species	3106	Plant height vegetative	NA	m	NA	0	global mean
Calliergon stramineum (Dicks. ex Brid.) Kindb.	species	26	Seed dry mass	NA	mg	NA	0	global mean
Calliergon stramineum (Dicks. ex Brid.) Kindb.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Carex aquatilis Wahlenb.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	1074.44	mm^2	NA	1	global mean
Carex aquatilis Wahlenb.	species	14	Leaf nitrogen (N) content per leaf dry mass	31.50094694	mg/g	5.936424931	157	global mean
Carex aquatilis Wahlenb.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	15.40329731	mm^2/mg	3.332848871	5	global mean
Carex aquatilis Wahlenb.	species	3106	Plant height vegetative	0.847392	m	0.342117898	10	global mean
Carex aquatilis Wahlenb.	species	26	Seed dry mass	0.475220455	mg	0.151751297	11	global mean
Carex aquatilis Wahlenb.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Menyanthes trifoliata L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	5683.9	mm^2	NA	1	global mean
Menyanthes trifoliata L.	species	14	Leaf nitrogen (N) content per leaf dry mass	31.68909623	mg/g	12.13516383	5	global mean
Menyanthes trifoliata L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	18.516955	mm^2/mg	1.878442894	4	global mean
Menyanthes trifoliata L.	species	3106	Plant height vegetative	0.349334545	m	0.295944032	11	global mean
Menyanthes trifoliata L.	species	26	Seed dry mass	2.917995604	mg	1.091548023	14	global mean
Menyanthes trifoliata L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Empetrum nigrum L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	5.010555556	mm^2	1.283772382	9	global mean
Empetrum nigrum L.	species	14	Leaf nitrogen (N) content per leaf dry mass	10.66079223	mg/g	3.144437343	43	global mean
Empetrum nigrum L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	7.722370728	mm^2/mg	1.850255186	17	global mean
Empetrum nigrum L.	species	3106	Plant height vegetative	0.284783333	m	0.207059243	18	global mean
Empetrum nigrum L.	species	26	Seed dry mass	6.206453846	mg	22.36513035	26	global mean
Empetrum nigrum L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.310053225	g/cm^3	NA	1	global mean
Betula glandulosa Michx.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	1411.383266	mm^2	1236.266203	5	global mean
Betula glandulosa Michx.	species	14	Leaf nitrogen (N) content per leaf dry mass	22.75714286	mg/g	5.452838201	7	global mean
Betula glandulosa Michx.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	15.54547948	mm^2/mg	2.268026591	5	global mean
Betula glandulosa Michx.	species	3106	Plant height vegetative	1.433333333	m	0.427784993	3	global mean
Betula glandulosa Michx.	species	26	Seed dry mass	0.126993397	mg	0.039386462	7	global mean
Betula glandulosa Michx.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Comarum palustre L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	4234.69375	mm^2	1671.307853	32	global mean
Comarum palustre L.	species	14	Leaf nitrogen (N) content per leaf dry mass	17.57753407	mg/g	7.072582311	33	global mean
Comarum palustre L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	15.40294337	mm^2/mg	4.122866682	33	global mean
Comarum palustre L.	species	3106	Plant height vegetative	0.509090909	m	0.250671612	11	global mean
Comarum palustre L.	species	26	Seed dry mass	0.421190476	mg	0.086414881	21	global mean
Comarum palustre L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Tomentypnum nitens (Hedw.) Loeske	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Tomentypnum nitens (Hedw.) Loeske	species	14	Leaf nitrogen (N) content per leaf dry mass	6.3	mg/g	0	1	global mean
Tomentypnum nitens (Hedw.) Loeske	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Tomentypnum nitens (Hedw.) Loeske	species	3106	Plant height vegetative	NA	m	NA	0	global mean
Tomentypnum nitens (Hedw.) Loeske	species	26	Seed dry mass	NA	mg	NA	0	global mean
Tomentypnum nitens (Hedw.) Loeske	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Selaginella selaginoides (L.) P. Beauv. ex Mart. & Schrank	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Selaginella selaginoides (L.) P. Beauv. ex Mart. & Schrank	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Selaginella selaginoides (L.) P. Beauv. ex Mart. & Schrank	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	27.79	mm^2/mg	12.00071665	5	global mean
Selaginella selaginoides (L.) P. Beauv. ex Mart. & Schrank	species	3106	Plant height vegetative	0.087857143	m	0.040705582	7	global mean
Selaginella selaginoides (L.) P. Beauv. ex Mart. & Schrank	species	26	Seed dry mass	NA	mg	NA	0	global mean
Selaginella selaginoides (L.) P. Beauv. ex Mart. & Schrank	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Myrica gale L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	627.6666667	mm^2	24.00694344	3	global mean
Myrica gale L.	species	14	Leaf nitrogen (N) content per leaf dry mass	25.5	mg/g	2.121320344	2	global mean
Myrica gale L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	22.56174002	mm^2/mg	2.754577734	3	global mean
Myrica gale L.	species	3106	Plant height vegetative	1.46824	m	0.768282101	10	global mean
Myrica gale L.	species	26	Seed dry mass	1.340639474	mg	0.298997331	12	global mean
Myrica gale L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Caltha palustris L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	9414.933333	mm^2	4747.038292	12	global mean
Caltha palustris L.	species	14	Leaf nitrogen (N) content per leaf dry mass	46.1641495	mg/g	22.92004074	13	global mean
Caltha palustris L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	22.75703806	mm^2/mg	8.349280192	20	global mean
Caltha palustris L.	species	3106	Plant height vegetative	0.400383333	m	0.247561956	12	global mean
Caltha palustris L.	species	26	Seed dry mass	1.018527906	mg	0.144530364	20	global mean
Caltha palustris L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Koenigia islandica L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Koenigia islandica L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Koenigia islandica L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Koenigia islandica L.	species	3106	Plant height vegetative	0.035	m	0.024905123	3	global mean
Koenigia islandica L.	species	26	Seed dry mass	NA	mg	NA	0	global mean
Koenigia islandica L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Oxyria digyna (L.) Hill	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Oxyria digyna (L.) Hill	species	14	Leaf nitrogen (N) content per leaf dry mass	37.84487671	mg/g	11.68662646	5	global mean
Oxyria digyna (L.) Hill	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Oxyria digyna (L.) Hill	species	3106	Plant height vegetative	0.15798	m	0.103793987	10	global mean
Oxyria digyna (L.) Hill	species	26	Seed dry mass	0.640990574	mg	0.150586514	11	global mean
Oxyria digyna (L.) Hill	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Saxifraga oppositifolia L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Saxifraga oppositifolia L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Saxifraga oppositifolia L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Saxifraga oppositifolia L.	species	3106	Plant height vegetative	0.082142857	m	0.080686231	7	global mean
Saxifraga oppositifolia L.	species	26	Seed dry mass	0.110442857	mg	0.02125703	14	global mean
Saxifraga oppositifolia L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Juniperus communis L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	12.72745455	mm^2	3.008572656	11	global mean
Juniperus communis L.	species	14	Leaf nitrogen (N) content per leaf dry mass	11.24289737	mg/g	4.171081225	22	global mean
Juniperus communis L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	10.87982364	mm^2/mg	9.491811709	18	global mean
Juniperus communis L.	species	3106	Plant height vegetative	5.473565217	m	5.01637337	23	global mean
Juniperus communis L.	species	26	Seed dry mass	15.59445477	mg	20.59007553	22	global mean
Juniperus communis L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.527140927	g/cm^3	0.19158961	9	global mean
Thalictrum alpinum L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	198.9208333	mm^2	42.4198401	12	global mean
Thalictrum alpinum L.	species	14	Leaf nitrogen (N) content per leaf dry mass	19.826735	mg/g	5.289875962	14	global mean
Thalictrum alpinum L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	14.02410444	mm^2/mg	2.094087742	20	global mean
Thalictrum alpinum L.	species	3106	Plant height vegetative	0.0746	m	0.036384003	11	global mean
Thalictrum alpinum L.	species	26	Seed dry mass	0.857	mg	NA	1	global mean
Thalictrum alpinum L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Dryas octopetala L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Dryas octopetala L.	species	14	Leaf nitrogen (N) content per leaf dry mass	19.14328095	mg/g	4.831879902	35	global mean
Dryas octopetala L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	12.0740542	mm^2/mg	NA	1	global mean
Dryas octopetala L.	species	3106	Plant height vegetative	0.110281287	m	0.18294711	13	global mean
Dryas octopetala L.	species	26	Seed dry mass	0.562597795	mg	0.143379154	8	global mean
Dryas octopetala L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.336448375	g/cm^3	NA	1	global mean
Betula ermanii Cham.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Betula ermanii Cham.	species	14	Leaf nitrogen (N) content per leaf dry mass	24.4574275	mg/g	7.800725905	12	global mean
Betula ermanii Cham.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Betula ermanii Cham.	species	3106	Plant height vegetative	12.18727273	m	6.871514356	22	global mean
Betula ermanii Cham.	species	26	Seed dry mass	0.81	mg	0	1	global mean
Betula ermanii Cham.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Larix kurilensis Mayr	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Larix kurilensis Mayr	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Larix kurilensis Mayr	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Larix kurilensis Mayr	species	3106	Plant height vegetative	NA	m	NA	0	global mean
